question,path,score,relation_type
该病例中，4岁患儿曾患佝偻病，现在表现为鸡胸和严重的'X'型腿，请问应采取什么治疗原则？,佝偻病->治疗方法->矫形器使用,0.81,治疗方法
根据患者男性，68岁，近3年来经常出现上腹部疼痛，进食后可缓解，伴有反酸，近1周上腹部疼痛加重的病史，是什么疾病最有可能是他的诊断？,十二指肠溃疡->疾病描述->十二指肠溃疡,0.88,疾病描述
中医诊断中，头摇肢颤、口干苦、舌红苔黄腻、脉沉滑，应选择哪个方剂？,导痰汤->治疗时长->7天以上,0.41,治疗时长
对于一名表现出低热、盗汗、乏力等症状，并且PPD试验结果为强阳性的15岁女孩，她的脑脊液检查显示白细胞增多和蛋白升高，在胸片正常的情况下，应选择哪种药物组合进行强化治疗？,结核性脑膜炎->症状->低热、盗汗、乏力,0.85,症状
针对一位80岁女性患者，有20年高血压史和痛风史，目前血压为180/90mmHg，心率52次/分，心律规则，心脏各瓣膜无杂音，血肌酐为100μmo1/L，血钾正常的情况，最适合的降压治疗方案是什么？请说明理由。,高血压->治疗方法->氨氯地平和缬沙坦,0.35,治疗方法
根据发作性意识丧失和脑电图显示3Hz棘一慢波的症状，智力基本正常的6岁女童，应该选择哪种药物进行治疗？,失神癫痫->症状->意识丧失,0.59,症状
一位36岁女性患者的颊部黏膜出现白色斑块并带有皱褶。显微镜下检查显示上皮厚度增加，上皮细胞内出现水肿，胞核固缩或消失，并出现空泡性变。根据这些病理特征，该病理诊断应该是什么？,银屑病 -> 忌吃 -> 海鲜,0.18,忌吃
25岁男性患者，3周前因上呼吸道感染后，出现胸闷、气短、头晕等症状，并伴有心率较慢、第一心音低钝等体征。结合这些信息，最可能的诊断是什么？,心肌炎->诊断检查->心电图,0.68,诊断检查
一名42岁的男性患者，突然出现阵发性腹痛，伴有腹胀和呕吐2天，体温38.5℃，脉搏93次/分，血压100/60mmHg。腹部饱胀并胀气，右下腹部有压痛，肠鸣音亢进。腹部X线平片检查显示小肠高度胀气、扩张，并有多个液气平面。请根据以上症状和检查结果，诊断该患者可能的疾病类型。,阵发性腹痛 -> 可能患有疾病 -> 小肠梗阻,0.95,可能患有疾病
根据一名4岁女孩的临床表现：面色苍白持续6个月并加重1个月，低热及皮肤瘀点持续3周，补血药物无效治疗史，以及结合血常规和骨髓检查结果，最可能的诊断是什么？,血常规->诊断检查->血液系统疾病,0.13,诊断检查
患者反复发作呼吸困难、胸闷、咳嗽及咳痰，春季加重，双肺湿啰音。最适合治疗药物？,气短->症状->呼吸困难,0.07,症状
一名31岁的男性因失眠长期服用某种药物治疗。在突然停药12小时后，他出现头痛、虚弱无力和肢体颤抖的症状，请问他最可能服用的是哪类药物？,失眠->常见药物->抗焦虑药,0.18,常用药品
某中年男性在乘坐汽车时发生车祸后出现右髋关节疼痛，活动受限，患肢短缩，并呈屈曲、内收、内旋畸形。根据这些症状，最可能的诊断是什么？,髋关节后脱位 -> 诊断检查 -> X线检查,0.75,诊断检查
某少女出现月经停止半年，同时伴有神疲肢倦、心悸气短、面色淡黄等症状，舌象为淡胖有齿痕、苔白腻，脉象缓弱。根据这些临床表现，应使用哪种中药方剂进行治疗？,闭经 -> 常用药品 -> 加味逍遥散,0.48,常用药品
在一位患者表现出外感风寒湿邪、恶寒发热、肌表无汗、头痛项强、肢体酸楚疼痛、口苦而渴的情况下，应该选用哪种中药方进行治疗？,九味羌活汤->可以治疗疾病->外感风寒湿邪,0.58,可以治疗疾病
根据患者的症状表现，如外感咳嗽、气喘、习惯性便秘、舌质淡红、苔薄黄和脉滑略数，你认为治疗中应选择哪种药物进行干预？,外感咳嗽->症状->气喘,0.75,症状
"根据临床表现和实验室检查结果, 6岁小儿发热、轻咳、纳差2周, 右下肺呼吸音减低, 白细胞总数正常, 血清冷凝集反应滴度为1:64, 以及胸片显示右肺下部呈云雾状浸润，并在治疗1周后胸片显示右中、下肺野有大片状淡薄阴影。这些信息提示应诊断为什么类型的肺炎？",支原体肺炎->治疗方法->大环内酯类,0.51,治疗方法
针对7岁患儿出现高热、昏迷、抽搐及严重低血压的情况，其粪便检查结果显示脓细胞和红细胞阳性，说明为细菌感染。为预防该病，最重要的综合措施是什么？,细菌性痢疾->并发症->中毒性脑病,0.18,并发症
一个5岁的女孩因浮肿和尿量减少3至4天入院，体检显示眼睑浮肿，尿液检查蛋白质和红细胞增多，血压为140/100mmHg。根据这些症状和检查结果，她可能被诊断为什么病？,急性肾小球肾炎->症状->水肿,0.87,症状
一名35岁男性患者在车祸受伤3小时后入院，表现为昏迷，双侧瞳孔等大等圆且对光反应存在，痛刺激无睁眼，肢体呈屈曲反应。头颅CT显示侧脑室有少量出血，额叶白质内有散在挫伤灶，无颅内血肿，中线结构居中，侧脑室和脑池形态基本正常。根据这些临床表现，最可能的诊断是什么？,弥漫性轴索损伤->症状->昏迷与瞳孔反应,0.85,症状
一位40岁的男性无意中发现左侧阴囊有一硬结且无疼痛，体检发现左侧附睾尾部有结节状包块，并伴有同侧输精管的'串珠样'增粗。针对这种情况，首先应该进行什么检查以排除或确诊相关疾病？,阴囊超声->诊断->阴囊结核,0.61,可能患有疾病
针对一位42岁的女性患者，半年多来反复出现尿频、尿急、尿痛症状，并伴有左侧腰部胀痛及偶发终末期血尿。在经过抗生素治疗无效的情况下，哪种尿液检查能够为确诊提供确定性意义？,泌尿系结核->推荐食谱->冬瓜薏米汤,0.22,推荐食谱
根据患者的症状：心悸不宁，心烦少寐，头晕目眩，手足心热，口干口渴，耳鸣腰酸，舌红，少苔，脉细数，应该选用哪种中药材配伍治疗？,心肾不交->治疗方法->安神药材,0.28,治疗方法
25岁男性患者，发热3天，体温38℃，左胸痛，查体发现左胸下部可闻胸膜摩擦音。根据这些症状和体征，诊断应是什么？,肺炎->并发症->胸膜积液,0.58,并发症
患者表现为右下肢肿物，伴有纳呆便溏、舌质淡、苔白、脉细等症状，瘤体柔软易出血且无疼痛。在这些症候中，针对脾胃虚弱及气滞所导致的症状，应选用哪种方药进行首选治疗？,脾胃虚弱->常用药品->顺气归脾丸,0.89,常用药品
一名45岁男性患者突然感到胸痛，4小时后前往医院就诊。在排除急性心肌梗死时，哪项检查最为有帮助？,急性心肌梗死->并发症->心源性休克,0.08,并发症
对于一位30岁，体壮，经常便秘，每隔几天须服用泻药才能排便，大便干结，腹部胀满，并且出现烦热、口渴、口臭、舌红、舌苔黄厚，脉滑数的女性，应选择哪种方剂进行治疗？,阳明腑实->治疗方法->麻子仁丸,0.49,治疗方法
在尿急、尿痛伴尿道口脓性分泌物3天的情况下，若28岁男性患者未得到正规有效治疗，他可能出现的最严重并发症是什么？,尿道狭窄->治疗方法->尿道扩张术,0.77,治疗方法
一个34岁的男性出现发热、背部疼痛、不能直立和局部软组织肿胀等症状，结合医学影像，他的症状最可能指向哪种疾病？,脊柱结核->诊断检查->慢性发热、体重减轻,0.55,诊断检查
一名63岁的男性患者出现心胸疼痛和胸部闷窒，在含化复方丹参滴丸治疗无效后仍有这些症状，并伴有心悸、喘促、出汗、舌体胖大、舌质暗淡、苔白、脉细无力，应选择哪种方剂进行首选治疗？,血府逐瘀汤->可以治疗疾病->血瘀,0.65,可以治疗疾病
"一名50岁的女性干部，间歇性腹泻半年，3天前又发作，出现黄色稀便，带脓血，每天6至8次，同时伴有左下腹隐痛。便常规检查显示：RBC（+）/HP, PC（+）/HP, WBC（+++）/HP。基于这些症状和检验结果，该患者最可能的诊断是什么？",溃疡性结肠炎->诊断检查->结肠镜检查,0.85,诊断检查
在肝脏修补手术后的患者中，若发现切口渗血且引流管中引流量大且颜色鲜红，但实验室检查结果显示Hb64g/L，血小板计数25×10^9/L，PT16.7秒，TT9.5秒，FIB0.67g/L且D-二聚体阴性，这种情况下术后出血最可能的原因是什么？,术后出血+Hb低+FIB低->可能患有疾病->稀释性凝血障碍,0.69,可能患有疾病
一名53岁男性患者，近两年来出现渐进性头痛，伴随左眼球外突且移位至前下方。CT检查结果显示有关病变，最可能的诊断是什么？,额窦粘液囊肿->症状->眼球外突,0.88,症状
一名53岁男性患者，近两年来出现渐进性头痛，伴随左眼球外突且移位至前下方。CT检查结果显示有关病变，最可能的诊断是什么？,头痛->常用药品->布洛芬,0.65,常用药品
根据患者夜间受凉后的症状表现，如腹痛、下痢赤白、恶寒发热、舌苔薄腻等，最佳治疗方剂是什么？,恶寒发热->常用药品->正气散,0.87,常用药品
一位初产妇，25岁，怀孕1次，分娩0次。骨盆外测量正常，已经临产10小时，肛查显示宫口开大9cm，胎先露在S2+，宫缩时胎心下降至110次/分，宫缩后不能迅速恢复。这种情况下，最适合的处理方法是什么？,胎儿窘迫->并发症->宫缩缓慢,0.36,并发症
72岁男性，突发心前区疼痛，含硝酸甘油不缓解，心电图ST段抬高并伴有Q波，最可能的诊断？,急性心肌梗死->并发症->心力衰竭,0.75,并发症
单女士的胎儿在第二产程延长后，经过胎头吸引助产娩出，此时脐带绕颈2周，且Apgar评分为3分，应采取的首要紧急措施是什么？,胎儿复苏->治疗方法->监测生命体征,0.69,治疗方法
该患者入院后经过清创，考虑到烧伤部位为头面、颈、会阴、臀部及下肢深度烧伤，局部创面应采用哪种处理方法？,深度烧伤->食谱有益于疾病->高蛋白饮食,0.15,食谱有益于疾病
一名1岁的幼儿母乳喂养，近期莫名哭闹，并且其母亲出现全身瘙痒且夜间加重的症状。经检查，患儿母亲被确诊为疥疮，幼儿下腹部出现较多针尖大小的红色丘疹。在这种情况下，应该为此患儿使用哪种治疗方案？,疥疮->治疗科室->皮肤科,0.68,治疗科室
根据发作性意识丧失和脑电图显示3Hz棘一慢波的症状，智力基本正常的6岁女童，应该选择哪种药物进行治疗？,失神癫痫->药物治疗->丙戊酸钠,0.75,常用药品
对于急性白血病患者出现头痛、恶心呕吐、脑脊液压力增高、蛋白质增多、细胞大多为白血病细胞的情况，鞘内注射应首先使用哪种药物进行治疗？,脑白血病->药物选择->甲氨蝶呤,0.78,常用药品
根据一位服用阿司匹林的56岁女性患者，最近10余天间断上腹部隐痛或不适，并且昨天出现两次黑便的症状，试分析最可能导致她消化道出血的病因是什么？,胃溃疡->忌吃->酒精饮品,0.14,忌吃
一个5岁男孩发热2天，伴有微恶风寒、鼻塞流涕、咳嗽、眼睑红赤、泪水汪汪、口腔颊黏膜红赤、细小白色疹点、周围红晕、小便黄、舌苔薄黄的症状，对于这种情况下首选的中医方剂是什么？,风热感冒->治疗方法->清热解毒,0.77,治疗方法
一名30岁男性工人，1个月前在工作中突然感到胸痛和心慌，随后出现气促症状逐渐加重。体检发现胸骨左缘第3〜4肋间有三级连续性粗糙杂音。结合这些症状和体征，最可能的疾病诊断是什么？,主动脉窦瘤破裂->治疗科室->心胸外科,0.87,治疗科室
"男性, 42岁, 有5年肝硬化病史, 在3天前经历了500ml的呕血情况, 今天出现淡漠少言, 脑电图结果正常。根据这些临床表现, 他的最可能诊断是什么？",肝性脑病->症状->精神状态改变,0.94,症状
一名50岁女性患者，身高154cm，体重62kg，因外阴瘙痒就诊，血糖检测结果为13mmol／L，尿糖结果为(++)，血象正常。根据患者的情况，最适宜的治疗方案是什么？,糖尿病->治疗方法->二甲双胍,0.88,治疗方法
一名80岁男性Ⅱ型糖尿病患者合并肺心病，长期使用磺脲类和二甲双胍治疗，近期因慢性支气管炎急性感染出现明显发绀和昏迷，应该首先考虑哪种代谢异常的发生？,乳酸酸中毒->症状->昏迷,0.95,症状
